CIEL ID,Concept UUID,Preferred Spanish name,Name type,Concept name external_id,Action
878,878AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Estornudos,FULLY_SPECIFIED,afafc597-ba82-50a5-9496-10f778dfb10b,added_preserving_type
876,876AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,respiración rápida,FULLY_SPECIFIED,78d43d0b-762d-521b-bb02-47445dac7bc7,added_preserving_type
875,875AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,dolor de cuerpo generalizado,FULLY_SPECIFIED,28db3c13-a639-502f-9ad3-53caedbdff80,added_preserving_type
872,872AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Nariz que moquea,FULLY_SPECIFIED,3cf9b7b1-7d91-51b2-b9e3-90910c7da040,added_preserving_type
87,87AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sulfadoxina y pirimetamina.,FULLY_SPECIFIED,a7a6e412-8a8c-51df-b57c-d664c14b4165,added_preserving_type
869,869AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Malestar,FULLY_SPECIFIED,d70d3d2c-82d2-5209-8c1a-ad6e2f25a87c,added_preserving_type
868,868AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Anorexia,,c0d032be-cadb-430a-8d3a-13b5ae773e64,promoted_existing
86770,86770AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Diclorhidrato de zuclopentixol,FULLY_SPECIFIED,64fdf07b-1f50-457f-8bf1-713e3a4c4065,promoted_existing
86769,86769AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Decanoato de zuclopentixol,FULLY_SPECIFIED,07d95dc6-28f1-4e7d-84a7-fd8c2eeb3072,promoted_existing
86768,86768AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Acetato de zuclopentixol,FULLY_SPECIFIED,84b6c365-22dd-4123-b9f5-82c872961dc6,promoted_existing
86749,86749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zotepina,FULLY_SPECIFIED,9c022edd-778a-44e8-8b05-8cd2a7b95233,promoted_existing
86736,86736AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zonisamida,FULLY_SPECIFIED,efd21735-48b9-4d3c-8d13-6f952c9b71b7,promoted_existing
86727,86727AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zomepiraco sódico,FULLY_SPECIFIED,a6d0e8d8-6419-55b3-93ea-c0457e1bded0,added_preserving_type
86726,86726AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zomepirac,FULLY_SPECIFIED,0f1a5810-b21b-51a5-8e91-a588777d444c,added_preserving_type
86725,86725AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tartrato de zolpidem,FULLY_SPECIFIED,626ca6e0-6c04-59c8-a952-72c1476bdfc1,added_preserving_type
86724,86724AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hemitartrato de zolpidem,FULLY_SPECIFIED,bf08411b-2c2c-5d87-aecb-daa11be3685e,added_preserving_type
86721,86721AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zolmitriptano,FULLY_SPECIFIED,0a0e1523-c69d-4d3a-bc94-6e940418995c,promoted_existing
86715,86715AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zofenopril cálcico,FULLY_SPECIFIED,6dd67a67-92d4-5dbe-be6e-5c68876e0efd,added_preserving_type
86714,86714AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,zofenopril,FULLY_SPECIFIED,5cc3e897-9e14-5a6b-a4f1-2b50a6f5bd46,added_preserving_type
86706,86706AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Óxido de circonio,FULLY_SPECIFIED,7439af6e-dccc-5370-98cb-c6d6b4fb5682,added_preserving_type
86705,86705AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mesilato de ziprasidona,FULLY_SPECIFIED,06ef7861-3033-5e4c-926f-1185e7b568a1,added_preserving_type
86704,86704AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Clorhidrato de ziprasidona, monohidrato",FULLY_SPECIFIED,dc756995-c8dd-5c21-9eb0-6b4cbbd61d2b,added_preserving_type
86703,86703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,ziprasidona,FULLY_SPECIFIED,8781aa2c-759e-50ea-8c33-c64969c96ae9,added_preserving_type
86702,86702AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zipeprol,FULLY_SPECIFIED,2a319826-9e87-5c1a-93be-8bbdbc5c9566,added_preserving_type
86694,86694AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,zinc-dtpa,FULLY_SPECIFIED,73a6e21d-da05-56a7-907c-a61e6f8e82e6,added_preserving_type
86690,86690AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zinc quelado,FULLY_SPECIFIED,56745795-ed3c-5481-94a3-5040f803d821,added_preserving_type
86689,86689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,undecilenato de zinc,FULLY_SPECIFIED,a21a0aa5-dfb1-5ace-8126-1cb652b42b45,added_preserving_type
86688,86688AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sulfato de cinc,FULLY_SPECIFIED,ed263dd9-4743-4b96-b086-b669ce459d26,promoted_existing
86687,86687AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Piritiona de cinc,FULLY_SPECIFIED,675a00ac-0c9b-41a7-ba92-6039383caef8,promoted_existing
86686,86686AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,picolinato de zinc,FULLY_SPECIFIED,7ba810d5-5fac-5e2d-b7f0-52b167de5119,added_preserving_type
145634,145634AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,colangiocarcinoma,FULLY_SPECIFIED,f7deb4d8-9d00-54ab-b0b4-b7c060098751,added_preserving_type
86685,86685AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fenolsulfonato de zinc,FULLY_SPECIFIED,75cbeb19-4bf6-5a97-b644-7b875244eb74,added_preserving_type
86684,86684AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Óxido de cinc,FULLY_SPECIFIED,ae9ba052-497f-43f9-b31d-31ea1b8ae516,promoted_existing
86683,86683AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,orotato de zinc,FULLY_SPECIFIED,f7b09743-4ecb-534c-8356-5a2bba389905,added_preserving_type
86682,86682AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Nicotinato de zinc,FULLY_SPECIFIED,74e247a7-d694-5b8f-837e-5944abd8347d,added_preserving_type
86681,86681AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,hidróxido de zinc,FULLY_SPECIFIED,a6001dda-aa7b-5515-8761-be9a15c88a30,added_preserving_type
86679,86679AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Gluconato de cinc,FULLY_SPECIFIED,e5482c80-b3d7-46b8-9e73-02f188ddf68e,promoted_existing
86678,86678AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Citrato de cinc,FULLY_SPECIFIED,56f811bc-3ecc-4a89-99b6-37676550fc8f,promoted_existing
86677,86677AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cloruro de zinc,FULLY_SPECIFIED,9e96a222-4b0c-527f-bdbb-9bfb782d2849,added_preserving_type
86676,86676AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,carbonato de zinc,FULLY_SPECIFIED,97924abd-60ac-5c72-9de4-9de90252025e,added_preserving_type
86675,86675AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bromuro de zinc,FULLY_SPECIFIED,2d26bc54-87da-548b-ab25-1f931913a7f5,added_preserving_type
86674,86674AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,aspartato de zinc,FULLY_SPECIFIED,757ed6ab-6cff-57cd-a35b-503fc8eec297,added_preserving_type
86673,86673AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Acetato de zinc,FULLY_SPECIFIED,1ad7d643-91b0-498f-8f82-3d19224b3f69,promoted_existing
86672,86672AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zinc,FULLY_SPECIFIED,cb6d5986-d203-4284-8b2f-c74c0bfb75ee,promoted_existing
86667,86667AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zileutona,,a6068f2b-6338-4e06-b3af-f2c14b95dd0b,promoted_existing
86660,86660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Acetato de ziconotida,FULLY_SPECIFIED,be1fb401-cd34-5eb1-b768-d54a7c85c054,added_preserving_type
86659,86659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ziconotida,FULLY_SPECIFIED,847aed16-a45c-47a5-bce2-bb519038c05b,promoted_existing
86625,86625AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,zeaxantina,FULLY_SPECIFIED,aefa2ee5-537f-5d2c-803c-53913f2e1e49,added_preserving_type
866,866AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dolor al tragar,FULLY_SPECIFIED,707e2753-99ae-5c40-a5b3-304adac05651,added_preserving_type
86597,86597AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zanamivir,FULLY_SPECIFIED,d8b62601-5153-489e-9f15-2ee131e4b8f1,promoted_existing
86593,86593AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zaleplón,FULLY_SPECIFIED,eead14c5-58bc-422d-b346-2359de23ede6,promoted_existing
86592,86592AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zalcitabina,FULLY_SPECIFIED,28840c34-7674-4862-a18f-3d396570ceb5,promoted_existing
86589,86589AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zafirlukast,FULLY_SPECIFIED,bb986230-3472-49bf-bc01-aa9885fac0c0,promoted_existing
86578,86578AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,raíz de yuca,FULLY_SPECIFIED,d0e91bc1-d52c-5f4a-be2a-bb5ee7718d67,added_preserving_type
86577,86577AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,extracto de yuca,FULLY_SPECIFIED,5bcf5f3a-e3e1-5079-9e65-d1977caa6790,added_preserving_type
86572,86572AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,clorhidrato de yohimbina,FULLY_SPECIFIED,62226bab-727a-52b4-8617-d172238c8acd,added_preserving_type
86571,86571AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yohimbina,,6d3f1830-9292-405a-b162-380cb0912377,promoted_existing
86569,86569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Preparación de corteza de yohimbe,FULLY_SPECIFIED,37f8f3f8-b8a2-5009-a250-c53a91d69ac2,added_preserving_type
86562,86562AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Virus de la fiebre amarilla,FULLY_SPECIFIED,18ef24e0-59d2-43ad-a791-ef258e71f72a,promoted_existing
86561,86561AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fenolftaleína amarilla,FULLY_SPECIFIED,a42157b1-3ac8-46bb-8530-cc033b6f9bd2,promoted_existing
86560,86560AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Proteína del veneno de la avispa amarilla,FULLY_SPECIFIED,4a3abc7a-63bd-5d2c-99e4-3ddd9ac541cf,added_preserving_type
86559,86559AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Proteína ven de chaqueta amarilla,FULLY_SPECIFIED,f813baa0-f96f-508b-9c8e-4fb7e0e106ff,added_preserving_type
86558,86558AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Proteína del veneno del avispón amarillo,FULLY_SPECIFIED,821cf6bf-90e8-5b6f-b973-b27cbbdbc0e5,added_preserving_type
86557,86557AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Veneno de avispa amarilla,FULLY_SPECIFIED,d79d1735-0dd4-5ca5-befe-30ed4ef159c4,added_preserving_type
86553,86553AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Levaduras,FULLY_SPECIFIED,901584da-e0c2-5763-b321-b7ac2d37e1b0,added_preserving_type
86548,86548AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,D-xilosa,,8c2c5250-2e96-4677-98a1-8808c341e6d6,promoted_existing
86546,86546AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Clorhidrato de xilometazolina,FULLY_SPECIFIED,21741b0a-0d66-5232-be98-902261b097f0,added_preserving_type
86528,86528AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Xilitol,FULLY_SPECIFIED,717f82cc-5a79-4ead-8019-7b3cb475ed66,promoted_existing
86505,86505AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Xipamida,,b56cfbb9-5e44-4ade-8e23-c357daef683e,promoted_existing
86501,86501AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Xibornol,FULLY_SPECIFIED,24fc11ad-5747-58c1-b782-90786ecf81dd,added_preserving_type
865,865AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,dolor de garganta,FULLY_SPECIFIED,b3adb345-bdd6-5cb0-90b4-a32e3b936794,added_preserving_type
86497,86497AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Xenón 133,FULLY_SPECIFIED,2f648aa0-7d85-418d-9e77-24e8afb29e2b,promoted_existing
86496,86496AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Xenón,FULLY_SPECIFIED,06848a6b-8c8f-4170-97da-06ce91cb4b3b,promoted_existing
